所有故事词汇汇总（按首次出现的故事顺序排列）

序号,词汇,中文释义,首次出现故事编号,首次出现故事名称,出现总次数
1272,"truth","真相",23,"暗箭难防_职场逆袭",2
1273,"email","邮件",23,"暗箭难防_职场逆袭",1
1274,"log","日志",23,"暗箭难防_职场逆袭",2
1275,"delete","删除",23,"暗箭难防_职场逆袭",1
1276,"photograph","拍照",23,"暗箭难防_职场逆袭",1
1277,"message","信息",23,"暗箭难防_职场逆袭",2
1278,"victim","受害者",23,"暗箭难防_职场逆袭",3
1279,"unity","团结",23,"暗箭难防_职场逆袭",1
1280,"former","以前的",23,"暗箭难防_职场逆袭",1
1281,"resentment","怨恨",23,"暗箭难防_职场逆袭",1
1282,"smoothly","顺利",23,"暗箭难防_职场逆袭",5
1283,"credit","功劳",23,"暗箭难防_职场逆袭",1
1284,"director","主管",23,"暗箭难防_职场逆袭",1
1285,"illegal","非法",23,"暗箭难防_职场逆袭",3
1286,"accusation","指控",23,"暗箭难防_职场逆袭",1
1287,"confrontation","对峙",23,"暗箭难防_职场逆袭",1
1288,"fire","开除",23,"暗箭难防_职场逆袭",1
1289,"spring","春天",24,"怦然心动_初遇之恋",2
1290,"breeze","微风",24,"怦然心动_初遇之恋",4
1291,"read","阅读",24,"怦然心动_初遇之恋",14
1292,"freshman","大一新生",24,"怦然心动_初遇之恋",2
1293,"fragrance","芬芳",24,"怦然心动_初遇之恋",2
1294,"enjoy","享受",24,"怦然心动_初遇之恋",11
1295,"world","世界",24,"怦然心动_初遇之恋",2
1296,"notice","注意到",24,"怦然心动_初遇之恋",8
1297,"heart","心",24,"怦然心动_初遇之恋",4
1298,"quietly","悄悄地",24,"怦然心动_初遇之恋",6
1299,"imagine","想象",24,"怦然心动_初遇之恋",6
1300,"greet","打招呼",24,"怦然心动_初遇之恋",10
1301,"stuck","卡住",24,"怦然心动_初遇之恋",1
1302,"borrow","借阅",24,"怦然心动_初遇之恋",1
1303,"sophomore","大二学生",24,"怦然心动_初遇之恋",1
1304,"writer","作家",24,"怦然心动_初遇之恋",1
1305,"soulmate","知己",24,"怦然心动_初遇之恋",1
1306,"life","人生",24,"怦然心动_初遇之恋",2
1307,"thought","想法",24,"怦然心动_初遇之恋",4
1308,"slender","修长",24,"怦然心动_初遇之恋",2
1309,"blush","脸红",24,"怦然心动_初遇之恋",4
1310,"notebook","笔记本",24,"怦然心动_初遇之恋",1
1311,"propose","求婚",24,"怦然心动_初遇之恋",6
1312,"forever","永远",24,"怦然心动_初遇之恋",4
1313,"closet","衣柜",25,"闪婚之后_意外之爱",1
1314,"heavy","大",25,"闪婚之后_意外之爱",1
1315,"wealthy","富有",25,"闪婚之后_意外之爱",8
1316,"meet","相遇",25,"闪婚之后_意外之爱",2
1317,"grandmother","祖母",25,"闪婚之后_意外之爱",1
1318,"contract","契约",25,"闪婚之后_意外之爱",2
1319,"allergic","过敏",25,"闪婚之后_意外之爱",1
1320,"unconsciously","无意识地",25,"闪婚之后_意外之爱",1
1321,"miss","想念",25,"闪婚之后_意外之爱",1
1322,"medicine","药品",25,"闪婚之后_意外之爱",6
1323,"emergency","紧急",25,"闪婚之后_意外之爱",3
1324,"dizzy","头晕",25,"闪婚之后_意外之爱",1
1325,"festival","节日",25,"闪婚之后_意外之爱",4
1326,"star","星星",25,"闪婚之后_意外之爱",2
1327,"morning","清晨",26,"医妃当道_医女逆袭",1
1328,"mission","使命",26,"医妃当道_医女逆袭",3
1329,"case","病例",26,"医妃当道_医女逆袭",3
1330,"treat","治疗",26,"医妃当道_医女逆袭",2
1331,"diagnose","诊断",26,"医妃当道_医女逆袭",1
1332,"doctor","医生",26,"医妃当道_医女逆袭",1
1333,"dangerous","危险",26,"医妃当道_医女逆袭",2
1334,"persuade","说服",26,"医妃当道_医女逆袭",1
1335,"news","消息",26,"医妃当道_医女逆袭",1
1336,"fate","命运",26,"医妃当道_医女逆袭",14
1337,"receive","收到",26,"医妃当道_医女逆袭",2
1338,"jealous","嫉妒",26,"医妃当道_医女逆袭",4
1339,"deliberately","故意",26,"医妃当道_医女逆袭",4
1340,"stick","坚持",26,"医妃当道_医女逆袭",1
1341,"boldly","大胆",26,"医妃当道_医女逆袭",1
1342,"personally","亲自",26,"医妃当道_医女逆袭",7
1343,"politics","政治",26,"医妃当道_医女逆袭",2
1344,"independent","独立",26,"医妃当道_医女逆袭",2
1345,"inherit","传承",26,"医妃当道_医女逆袭",2
1346,"teach","教授",26,"医妃当道_医女逆袭",1
1347,"fame","名声",26,"医妃当道_医女逆袭",6
1348,"kingdom","王国",26,"医妃当道_医女逆袭",1
1349,"generation","一代",26,"医妃当道_医女逆袭",2
1350,"faith","信念",26,"医妃当道_医女逆袭",5
1351,"shine","闪耀",26,"医妃当道_医女逆袭",2
1352,"save","拯救",26,"医妃当道_医女逆袭",1
1353,"healthy","健康",26,"医妃当道_医女逆袭",3
1354,"president","总裁",27,"独宠一人_唯一之爱",2
1355,"watch","注视",27,"独宠一人_唯一之爱",4
1356,"sincerity","真诚",27,"独宠一人_唯一之爱",5
1357,"choose","选择",27,"独宠一人_唯一之爱",12
1358,"declare","宣告",27,"独宠一人_唯一之爱",2
1359,"statement","言论",27,"独宠一人_唯一之爱",1
1360,"angry","愤怒",27,"独宠一人_唯一之爱",2
1361,"press","新闻",27,"独宠一人_唯一之爱",1
1362,"camera","镜头",27,"独宠一人_唯一之爱",1
1363,"tell","告诉",27,"独宠一人_唯一之爱",2
1364,"destroy","粉碎",27,"独宠一人_唯一之爱",3
1365,"tears","泪水",27,"独宠一人_唯一之爱",1
1366,"applause","掌声",27,"独宠一人_唯一之爱",3
1367,"take","带",27,"独宠一人_唯一之爱",1
1368,"travel","旅行",27,"独宠一人_唯一之爱",5
1369,"open","打开",27,"独宠一人_唯一之爱",1
1370,"swear","发誓",27,"独宠一人_唯一之爱",2
1371,"evening","傍晚",28,"步步高升_奋斗之路",1
1372,"competition","竞争",28,"步步高升_奋斗之路",2
1373,"fight","斗志",28,"步步高升_奋斗之路",11
1374,"image","形象",28,"步步高升_奋斗之路",2
1375,"desk","桌面",28,"步步高升_奋斗之路",2
1376,"quick","迅速",28,"步步高升_奋斗之路",1
1377,"training","培训",28,"步步高升_奋斗之路",2
1378,"autumn","秋天",29,"情敌出现_爱情争夺",1
1379,"rival","情敌",29,"情敌出现_爱情争夺",2
1380,"expensive","昂贵",29,"情敌出现_爱情争夺",1
1381,"fact","事实",29,"情敌出现_爱情争夺",3
1382,"frustrated","沮丧",29,"情敌出现_爱情争夺",1
1383,"allowance","零花钱",29,"情敌出现_爱情争夺",1
1384,"literature","文学",29,"情敌出现_爱情争夺",11
1385,"need","需求",29,"情敌出现_爱情争夺",1
1386,"handwritten","手写",29,"情敌出现_爱情争夺",1
1387,"accidentally","意外",29,"情敌出现_爱情争夺",1
1388,"afternoon","下午",30,"婚后才爱_先婚后恋",1
1389,"agreement","协议",30,"婚后才爱_先婚后恋",3
1390,"give","给",30,"婚后才爱_先婚后恋",5
1391,"businessman","商人",30,"婚后才爱_先婚后恋",3
1392,"silent","沉默",30,"婚后才爱_先婚后恋",4
1393,"different","不同",30,"婚后才爱_先婚后恋",3
1394,"rainy","下雨",30,"婚后才爱_先婚后恋",5
1395,"sick","生病",30,"婚后才爱_先婚后恋",1
1396,"dinner","晚餐",30,"婚后才爱_先婚后恋",1
1397,"safe","安全",30,"婚后才爱_先婚后恋",1
1398,"master","主人",31,"凤凰涅槃_重生之女",1
1399,"nightmare","噩梦",31,"凤凰涅槃_重生之女",1
1400,"sweat","汗水",31,"凤凰涅槃_重生之女",3
1401,"silk","丝绸",31,"凤凰涅槃_重生之女",1
1402,"consecutive","连续",31,"凤凰涅槃_重生之女",1
1403,"trusted","信任",31,"凤凰涅槃_重生之女",1
1404,"flood","洪水",31,"凤凰涅槃_重生之女",1
1405,"carpet","地毯",31,"凤凰涅槃_重生之女",2
1406,"mirror","镜子",31,"凤凰涅槃_重生之女",1
1407,"young","年轻",31,"凤凰涅槃_重生之女",8
1408,"flame","火焰",31,"凤凰涅槃_重生之女",3
1409,"clench","紧握",31,"凤凰涅槃_重生之女",1
1410,"fist","拳头",31,"凤凰涅槃_重生之女",1
1411,"vow","发誓",31,"凤凰涅槃_重生之女",2
1412,"daughter","女儿",31,"凤凰涅槃_重生之女",1
1413,"kind","善良",31,"凤凰涅槃_重生之女",3
1414,"stepmother","继母",31,"凤凰涅槃_重生之女",1
1415,"deceive","欺骗",31,"凤凰涅槃_重生之女",4
1416,"stormy","暴风雨",31,"凤凰涅槃_重生之女",1
1417,"elegantly","优雅",31,"凤凰涅槃_重生之女",2
1418,"fake","假意",31,"凤凰涅槃_重生之女",3
1419,"coldly","冷冷",31,"凤凰涅槃_重生之女",2
1420,"hypocritical","虚伪",31,"凤凰涅槃_重生之女",2
1421,"mask","伪装",31,"凤凰涅槃_重生之女",1
1422,"evil","邪恶",31,"凤凰涅槃_重生之女",1
1423,"true","真实",31,"凤凰涅槃_重生之女",1
1424,"charity","慈善",31,"凤凰涅槃_重生之女",4
1425,"district","区域",31,"凤凰涅槃_重生之女",1
1426,"genius","天才",31,"凤凰涅槃_重生之女",2
1427,"investment","投资",31,"凤凰涅槃_重生之女",2
1428,"fund","资金",31,"凤凰涅槃_重生之女",3
1429,"modest","朴素",31,"凤凰涅槃_重生之女",2
1430,"direct","直接",31,"凤凰涅槃_重生之女",5
1431,"provide","提供",31,"凤凰涅槃_重生之女",1
1432,"noble","高贵",31,"凤凰涅槃_重生之女",4
1433,"wear","穿着",31,"凤凰涅槃_重生之女",1
1434,"purple","紫色",31,"凤凰涅槃_重生之女",1
1435,"gown","礼服",31,"凤凰涅槃_重生之女",2
1436,"enter","进入",31,"凤凰涅槃_重生之女",1
1437,"ballroom","舞厅",31,"凤凰涅槃_重生之女",1
1438,"appearance","出现",31,"凤凰涅槃_重生之女",4
1439,"disgust","厌恶",31,"凤凰涅槃_重生之女",1
1440,"crowd","人群",31,"凤凰涅槃_重生之女",1
1441,"barely","几乎不",31,"凤凰涅槃_重生之女",1
1442,"clever","聪明",31,"凤凰涅槃_重生之女",5
1443,"crime","犯罪",31,"凤凰涅槃_重生之女",4
1444,"embezzle","挪用",31,"凤凰涅槃_重生之女",3
1445,"material","材料",31,"凤凰涅槃_重生之女",4
1446,"weapon","武器",31,"凤凰涅槃_重生之女",1
1447,"weak","软弱",31,"凤凰涅槃_重生之女",1
1448,"courageous","有勇气",31,"凤凰涅槃_重生之女",1
1449,"woman","女性",31,"凤凰涅槃_重生之女",1
1450,"shareholder","股东",31,"凤凰涅槃_重生之女",1
1451,"proof","证明",31,"凤凰涅槃_重生之女",1
1452,"face","脸",31,"凤凰涅槃_重生之女",4
1453,"decide","决定",31,"凤凰涅槃_重生之女",2
1454,"countless","无数",31,"凤凰涅槃_重生之女",2
1455,"eventually","最终",31,"凤凰涅槃_重生之女",5
1456,"ash","灰烬",31,"凤凰涅槃_重生之女",1
1457,"early","清晨",32,"宠妻成瘾_甜蜜日常",8
1458,"disturb","打扰",32,"宠妻成瘾_甜蜜日常",2
1459,"kitchen","厨房",32,"宠妻成瘾_甜蜜日常",1
1460,"refrigerator","冰箱",32,"宠妻成瘾_甜蜜日常",1
1461,"egg","鸡蛋",32,"宠妻成瘾_甜蜜日常",1
1462,"milk","牛奶",32,"宠妻成瘾_甜蜜日常",1
1463,"bread","面包",32,"宠妻成瘾_甜蜜日常",1
1464,"habit","习惯",32,"宠妻成瘾_甜蜜日常",4
1465,"pajamas","睡衣",32,"宠妻成瘾_甜蜜日常",1
1466,"messy","凌乱",32,"宠妻成瘾_甜蜜日常",1
1467,"sleepy","困倦",32,"宠妻成瘾_甜蜜日常",1
1468,"tenderly","温柔",32,"宠妻成瘾_甜蜜日常",1
1469,"lazily","懒懒",32,"宠妻成瘾_甜蜜日常",1
1470,"dining","餐桌",32,"宠妻成瘾_甜蜜日常",1
1471,"luck","幸运",32,"宠妻成瘾_甜蜜日常",1
1472,"guilty","内疚",32,"宠妻成瘾_甜蜜日常",2
1473,"successor","继承者",32,"宠妻成瘾_甜蜜日常",2
1474,"designer","设计师",32,"宠妻成瘾_甜蜜日常",4
1475,"breakdown","抛锚",32,"宠妻成瘾_甜蜜日常",1
1476,"tow","拖车",32,"宠妻成瘾_甜蜜日常",1
1477,"decisive","果断",32,"宠妻成瘾_甜蜜日常",1
1478,"considerate","体贴",32,"宠妻成瘾_甜蜜日常",4
1479,"movie","电影",32,"宠妻成瘾_甜蜜日常",2
1480,"spoil","宠坏",32,"宠妻成瘾_甜蜜日常",1
1481,"finish","结束",32,"宠妻成瘾_甜蜜日常",1
1482,"studio","工作室",32,"宠妻成瘾_甜蜜日常",1
1483,"tire","疲惫",32,"宠妻成瘾_甜蜜日常",1
1484,"playful","顽皮",32,"宠妻成瘾_甜蜜日常",1
1485,"suitcase","行李箱",32,"宠妻成瘾_甜蜜日常",2
1486,"beach","海滩",32,"宠妻成瘾_甜蜜日常",2
1487,"apply","申请",32,"宠妻成瘾_甜蜜日常",4
1488,"hotel","酒店",32,"宠妻成瘾_甜蜜日常",1
1489,"seabreeze","海风",32,"宠妻成瘾_甜蜜日常",1
1490,"wave","海浪",32,"宠妻成瘾_甜蜜日常",1
1491,"shore","岸边",32,"宠妻成瘾_甜蜜日常",1
1492,"diamond","钻石",32,"宠妻成瘾_甜蜜日常",2
1493,"necklace","项链",32,"宠妻成瘾_甜蜜日常",2
1494,"fortune","幸运",32,"宠妻成瘾_甜蜜日常",1
1495,"restaurant","餐厅",32,"宠妻成瘾_甜蜜日常",1
1496,"candlelight","烛光",32,"宠妻成瘾_甜蜜日常",2
1497,"champagne","香槟",32,"宠妻成瘾_甜蜜日常",1
1498,"rose","玫瑰",32,"宠妻成瘾_甜蜜日常",2
1499,"bedroom","卧室",32,"宠妻成瘾_甜蜜日常",1
1500,"lunch","午餐",32,"宠妻成瘾_甜蜜日常",1
1501,"envy","羡慕",32,"宠妻成瘾_甜蜜日常",2
1502,"demand","要求",32,"宠妻成瘾_甜蜜日常",3
1503,"first","第一个",32,"宠妻成瘾_甜蜜日常",7
1504,"child","孩子",32,"宠妻成瘾_甜蜜日常",2
1505,"lovely","可爱",32,"宠妻成瘾_甜蜜日常",2
1506,"baby","婴儿",32,"宠妻成瘾_甜蜜日常",1
1507,"family","家庭",32,"宠妻成瘾_甜蜜日常",4
1508,"Monday","周一",33,"初入职场_菜鸟逆袭",1
1509,"rookie","新人",33,"初入职场_菜鸟逆袭",1
1510,"job","工作",33,"初入职场_菜鸟逆袭",1
1511,"leading","领先",33,"初入职场_菜鸟逆袭",1
1512,"start","开始",33,"初入职场_菜鸟逆袭",2
1513,"folder","文件夹",33,"初入职场_菜鸟逆袭",2
1514,"keyboard","键盘",33,"初入职场_菜鸟逆袭",1
1515,"phone","电话",33,"初入职场_菜鸟逆袭",1
1516,"ring","铃声",33,"初入职场_菜鸟逆袭",1
1517,"mix","交织",33,"初入职场_菜鸟逆袭",1
1518,"marketing","市场",33,"初入职场_菜鸟逆袭",3
1519,"supervisor","主管",33,"初入职场_菜鸟逆袭",5
1520,"excite","激动",33,"初入职场_菜鸟逆袭",3
1521,"complain","抱怨",33,"初入职场_菜鸟逆袭",1
1522,"note","笔记",33,"初入职场_菜鸟逆袭",1
1523,"client","客户",33,"初入职场_菜鸟逆袭",2
1524,"meeting","会议",33,"初入职场_菜鸟逆袭",2
1525,"confirm","确认",33,"初入职场_菜鸟逆袭",2
1526,"check","检查",33,"初入职场_菜鸟逆袭",2
1527,"session","环节",33,"初入职场_菜鸟逆袭",1
1528,"doubt","质疑",33,"初入职场_菜鸟逆袭",2
1529,"data","数据",33,"初入职场_菜鸟逆袭",6
1530,"perform","表现",33,"初入职场_菜鸟逆袭",1
1531,"preview","预习",33,"初入职场_菜鸟逆袭",1
1532,"area","领域",33,"初入职场_菜鸟逆袭",1
1533,"hardworking","勤奋",33,"初入职场_菜鸟逆袭",1
1534,"gladly","欣然",33,"初入职场_菜鸟逆袭",1
1535,"specialist","专员",33,"初入职场_菜鸟逆袭",1
1536,"short","短",33,"初入职场_菜鸟逆袭",1
1537,"represent","代表",33,"初入职场_菜鸟逆袭",1
1538,"international","国际",33,"初入职场_菜鸟逆袭",2
1539,"language","语言",33,"初入职场_菜鸟逆袭",3
1540,"model","榜样",33,"初入职场_菜鸟逆袭",5
1541,"accumulation","积累",33,"初入职场_菜鸟逆袭",1
1542,"cherry","樱花",34,"青春恋曲_校园情缘",2
1543,"bench","长椅",34,"青春恋曲_校园情缘",1
1544,"novel","小说",34,"青春恋曲_校园情缘",1
1545,"playground","操场",34,"青春恋曲_校园情缘",1
1546,"laughter","笑声",34,"青春恋曲_校园情缘",1
1547,"write","写作",34,"青春恋曲_校园情缘",4
1548,"major","专业",34,"青春恋曲_校园情缘",2
1549,"library","图书馆",34,"青春恋曲_校园情缘",13
1550,"view","视野",34,"青春恋曲_校园情缘",1
1551,"girl","女孩",34,"青春恋曲_校园情缘",2
1552,"dress","连衣裙",34,"青春恋曲_校园情缘",2
1553,"art","艺术",34,"青春恋曲_校园情缘",1
1554,"draw","画画",34,"青春恋曲_校园情缘",1
1555,"sketchbook","速写本",34,"青春恋曲_校园情缘",1
1556,"sketch","素描",34,"青春恋曲_校园情缘",1
1557,"book","书籍",34,"青春恋曲_校园情缘",1
1558,"shelf","书架",34,"青春恋曲_校园情缘",1
1559,"speak","开口",34,"青春恋曲_校园情缘",1
1560,"author","作家",34,"青春恋曲_校园情缘",2
1561,"same","同样",34,"青春恋曲_校园情缘",1
1562,"painter","画家",34,"青春恋曲_校园情缘",1
1563,"poem","诗歌",34,"青春恋曲_校园情缘",2
1564,"moon","月亮",34,"青春恋曲_校园情缘",1
1565,"girlfriend","女朋友",34,"青春恋曲_校园情缘",1
1566,"couple","情侣",34,"青春恋曲_校园情缘",1
1567,"pair","一对",34,"青春恋曲_校园情缘",1
1568,"portrait","肖像",34,"青春恋曲_校园情缘",1
1569,"speech","发言",34,"青春恋曲_校园情缘",2
1570,"gallery","画廊",34,"青春恋曲_校园情缘",3
1571,"exhibition","展览",34,"青春恋曲_校园情缘",2
1572,"bachelor","学士",34,"青春恋曲_校园情缘",3
1573,"summer","夏天",34,"青春恋曲_校园情缘",1
1574,"mountain","山",34,"青春恋曲_校园情缘",1
1575,"fiction","小说",34,"青春恋曲_校园情缘",2
1576,"land","土地",35,"契约之恋_先婚后爱",1
1577,"lawyer","律师",35,"契约之恋_先婚后爱",1
1578,"pen","笔",35,"契约之恋_先婚后爱",1
1579,"role","角色",35,"契约之恋_先婚后爱",2
1580,"water","浇",35,"契约之恋_先婚后爱",1
1581,"tree","树",35,"契约之恋_先婚后爱",1
1582,"inform","通知",35,"契约之恋_先婚后爱",1
1583,"sofa","沙发",35,"契约之恋_先婚后爱",1
1584,"examine","检查",35,"契约之恋_先婚后爱",1
1585,"nutrition","营养",35,"契约之恋_先婚后爱",2
1586,"servant","仆人",35,"契约之恋_先婚后爱",1
1587,"flower","花",35,"契约之恋_先婚后爱",4
1588,"piano","钢琴",35,"契约之恋_先婚后爱",1
1589,"party","派对",35,"契约之恋_先婚后爱",1
1590,"guest","客人",35,"契约之恋_先婚后爱",2
1591,"tease","调侃",35,"契约之恋_先婚后爱",1
1592,"judge","评判",35,"契约之恋_先婚后爱",1
1593,"limit","限制",35,"契约之恋_先婚后爱",2
1594,"temperature","体温",35,"契约之恋_先婚后爱",1
1595,"porridge","粥",35,"契约之恋_先婚后爱",1
1596,"move","感动",35,"契约之恋_先婚后爱",2
1597,"require","要求",35,"契约之恋_先婚后爱",2
1598,"chamber","寝宫",36,"穿越王妃_权谋逆袭",3
1599,"original","原先",36,"穿越王妃_权谋逆袭",1
1600,"intelligent","聪明",36,"穿越王妃_权谋逆袭",4
1601,"female","女性",36,"穿越王妃_权谋逆袭",6
1602,"battlefield","战场",36,"穿越王妃_权谋逆袭",3
1603,"defeat","失败",36,"穿越王妃_权谋逆袭",1
1604,"increasingly","日益",36,"穿越王妃_权谋逆袭",1
1605,"honor","荣耀",36,"穿越王妃_权谋逆袭",14
1606,"spy","间谍",36,"穿越王妃_权谋逆袭",2
1607,"predicament","困境",36,"穿越王妃_权谋逆袭",1
1608,"survival","生存",36,"穿越王妃_权谋逆袭",1
1609,"intricate","错综复杂",36,"穿越王妃_权谋逆袭",1
1610,"butler","管家",36,"穿越王妃_权谋逆袭",1
1611,"loyal","忠诚",36,"穿越王妃_权谋逆袭",1
1612,"scarce","匮乏",36,"穿越王妃_权谋逆袭",1
1613,"immediate","立即",36,"穿越王妃_权谋逆袭",2
1614,"await","等待",36,"穿越王妃_权谋逆袭",3
1615,"legendary","传奇",36,"穿越王妃_权谋逆袭",2
1616,"weary","疲惫",36,"穿越王妃_权谋逆袭",1
1617,"inquiry","询问",36,"穿越王妃_权谋逆袭",1
1618,"conscience","良知",36,"穿越王妃_权谋逆袭",1
1619,"straightforward","坦诚",36,"穿越王妃_权谋逆袭",1
1620,"accounting","账目",36,"穿越王妃_权谋逆袭",4
1621,"account","账目",36,"穿越王妃_权谋逆袭",2
1622,"usurp","篡夺",36,"穿越王妃_权谋逆袭",1
1623,"frame","陷害",36,"穿越王妃_权谋逆袭",1
1624,"rebellion","谋反",36,"穿越王妃_权谋逆袭",1
1625,"mysterious","神秘",36,"穿越王妃_权谋逆袭",4
1626,"accuse","指控",36,"穿越王妃_权谋逆袭",1
1627,"tighten","紧锁",36,"穿越王妃_权谋逆袭",1
1628,"suggest","建议",36,"穿越王妃_权谋逆袭",2
1629,"proposal","提议",36,"穿越王妃_权谋逆袭",2
1630,"rough","粗略",36,"穿越王妃_权谋逆袭",1
1631,"believe","相信",36,"穿越王妃_权谋逆袭",17
1632,"collude","勾结",36,"穿越王妃_权谋逆袭",1
1633,"grave","严重",36,"穿越王妃_权谋逆袭",1
1634,"court","朝堂",36,"穿越王妃_权谋逆袭",1
1635,"completely","完全",36,"穿越王妃_权谋逆袭",2
1636,"fury","震怒",36,"穿越王妃_权谋逆袭",1
1637,"frontier","边疆",36,"穿越王妃_权谋逆袭",1
1638,"comprehend","明白",36,"穿越王妃_权谋逆袭",1
1639,"wife","妻子",36,"穿越王妃_权谋逆袭",2
1640,"alliance","联盟",36,"穿越王妃_权谋逆袭",4
1641,"formidable","令人敬畏",36,"穿越王妃_权谋逆袭",1
1642,"force","力量",36,"穿越王妃_权谋逆袭",5
1643,"demise","驾崩",36,"穿越王妃_权谋逆袭",1
1644,"empress","皇后",36,"穿越王妃_权谋逆袭",1
1645,"prosperity","繁荣",36,"穿越王妃_权谋逆袭",1
1646,"freeze","僵住",37,"追妻千里_悔婚之后",1
1647,"chapel","教堂",37,"追妻千里_悔婚之后",1
1648,"passionate","热情",37,"追妻千里_悔婚之后",2
1649,"eve","前夕",37,"追妻千里_悔婚之后",1
1650,"mind","主意",37,"追妻千里_悔婚之后",3
1651,"restart","重新开始",37,"追妻千里_悔婚之后",1
1652,"quit","辞去",37,"追妻千里_悔婚之后",1
1653,"apartment","公寓",37,"追妻千里_悔婚之后",2
1654,"Paris","巴黎",37,"追妻千里_悔婚之后",2
1655,"flight","航班",37,"追妻千里_悔婚之后",1
1656,"fashion","时尚",37,"追妻千里_悔婚之后",3
1657,"founder","创立",37,"追妻千里_悔婚之后",1
1658,"magazine","杂志",37,"追妻千里_悔婚之后",1
1659,"severe","严重",37,"追妻千里_悔婚之后",1
1660,"depart","离开",37,"追妻千里_悔婚之后",1
1661,"frantic","疯狂",37,"追妻千里_悔婚之后",1
1662,"search","寻找",37,"追妻千里_悔婚之后",1
1663,"dispatch","派人",37,"追妻千里_悔婚之后",1
1664,"whereabouts","去向",37,"追妻千里_悔婚之后",1
1665,"city","城市",37,"追妻千里_悔婚之后",2
1666,"trace","踪迹",37,"追妻千里_悔婚之后",2
1667,"fading","褪去",37,"追妻千里_悔婚之后",1
1668,"deeply","深深地",37,"追妻千里_悔婚之后",6
1669,"strike","击中",37,"追妻千里_悔婚之后",1
1670,"assistant","助理",37,"追妻千里_悔婚之后",1
1671,"official","公务",37,"追妻千里_悔婚之后",1
1672,"long","漫长",37,"追妻千里_悔婚之后",3
1673,"pursuit","追妻之旅",37,"追妻千里_悔婚之后",2
1674,"hate","恨",37,"追妻千里_悔婚之后",2
1675,"source","源泉",37,"追妻千里_悔婚之后",2
1676,"month","一个月",37,"追妻千里_悔婚之后",3
1677,"raise","抬起",37,"追妻千里_悔婚之后",1
1678,"instant","瞬间",37,"追妻千里_悔婚之后",2
1679,"coldness","冷漠",37,"追妻千里_悔婚之后",1
1680,"sneer","冷笑",37,"追妻千里_悔婚之后",1
1681,"entire","全城",37,"追妻千里_悔婚之后",2
1682,"laughingstock","笑柄",37,"追妻千里_悔婚之后",1
1683,"trouble","麻烦",37,"追妻千里_悔婚之后",2
1684,"timely","及时",37,"追妻千里_悔婚之后",1
1685,"surface","表面",37,"追妻千里_悔婚之后",1
1686,"waver","动摇",37,"追妻千里_悔婚之后",1
1687,"existence","存在",37,"追妻千里_悔婚之后",1
1688,"gangster","流氓",37,"追妻千里_悔婚之后",1
1689,"wet","淋湿",37,"追妻千里_悔婚之后",1
1690,"soften","软化",37,"追妻千里_悔婚之后",1
1691,"computer","电脑",38,"商场如战_尔虞我诈",1
1692,"furrow","紧锁",38,"商场如战_尔虞我诈",1
1693,"expansion","扩张",38,"商场如战_尔虞我诈",2
1694,"conglomerate","企业集团",38,"商场如战_尔虞我诈",1
1695,"field","领域",38,"商场如战_尔虞我诈",1
1696,"promotion","晋升",38,"商场如战_尔虞我诈",2
1697,"intrigue","密谋",38,"商场如战_尔虞我诈",1
1698,"center","中心",38,"商场如战_尔虞我诈",2
1699,"sabotage","破坏",38,"商场如战_尔虞我诈",2
1700,"vice","副总",38,"商场如战_尔虞我诈",2
1701,"days","日子",38,"商场如战_尔虞我诈",1
1702,"plagiarize","抄袭",38,"商场如战_尔虞我诈",1
1703,"tamper","篡改",38,"商场如战_尔虞我诈",1
1704,"channel","渠道",38,"商场如战_尔虞我诈",3
1705,"culprit","罪魁祸首",38,"商场如战_尔虞我诈",1
1706,"convene","召开",38,"商场如战_尔虞我诈",1
1707,"management","管理能力",38,"商场如战_尔虞我诈",1
1708,"defect","缺陷",38,"商场如战_尔虞我诈",2
1709,"stern","严厉",38,"商场如战_尔虞我诈",2
1710,"stumble","结巴",38,"商场如战_尔虞我诈",1
1711,"forge","伪造",38,"商场如战_尔虞我诈",1
1712,"anonymous","匿名",38,"商场如战_尔虞我诈",3
1713,"defend","辩解",38,"商场如战_尔虞我诈",4
1714,"smooth","顺利",38,"商场如战_尔虞我诈",4
1715,"predator","掠夺者",38,"商场如战_尔虞我诈",1
1716,"provoke","挑衅",38,"商场如战_尔虞我诈",1
1717,"cooperative","合作",38,"商场如战_尔虞我诈",1
1718,"passive","被动",38,"商场如战_尔虞我诈",2
1719,"transparency","透明",38,"商场如战_尔虞我诈",1
1720,"year","一年",38,"商场如战_尔虞我诈",1
1721,"history","历史",38,"商场如战_尔虞我诈",2
1722,"shatter","粉碎",39,"误打误撞_破镜重圆",1
1723,"intimate","亲密",39,"误打误撞_破镜重圆",3
1724,"lean","靠",39,"误打误撞_破镜重圆",1
1725,"shoulder","肩",39,"误打误撞_破镜重圆",1
1726,"wipe","擦去",39,"误打误撞_破镜重圆",1
1727,"crumble","崩溃",39,"误打误撞_破镜重圆",1
1728,"explanation","解释",39,"误打误撞_破镜重圆",1
1729,"turn","转身",39,"误打误撞_破镜重圆",1
1730,"accomplished","成功",39,"误打误撞_破镜重圆",1
1731,"telephone","电话",39,"误打误撞_破镜重圆",1
1732,"alma","母校",39,"误打误撞_破镜重圆",1
1733,"renovation","翻新",39,"误打误撞_破镜重圆",1
